video_id,channel_id,title,thumbnail_url_default,thumbnail_url_medium,tags,default_language,duration,upload_time,views,subscriber_count,channel_views,video_count,created_channel_at
sF80I-TQiW0,UCuS_-bvOCh4W5Sy11Uf4H5A,90's Chill Lofi â˜•ï¸ Study Music Lofi Rain Chillhop Beats â˜”ï¸ Lofi Rain Playlist,https://i.ytimg.com/vi/sF80I-TQiW0/default.jpg,https://i.ytimg.com/vi/sF80I-TQiW0/mqdefault.jpg,"lofi hip hop, chill lofi, lofi chill, lofi beats, chill beats, lofi, chill lofi beats, lofi music, study lofi, chill music, lofi radio, lofi hip hop mix, lofi mix, lofi hiphop, lofi vibes, chill, focus music, music for reading, asmr lofi, lofi asmr, calm your anxiety, lofi rain, rain lofi, spRerxsOLXk, R6f9LfjeZIs, 1980s Lofi City, chillhop, rainy, lofi study, lofi hip hop radio, study music, lofi city, 1980s, 90's chill lofi, 90's lo-fi chillout",en,PT11H53M45S,2024-06-04T05:02:38Z,18979948,76000,38115178,745,2023-11-30T15:01:07.519598Z
fTb6yJ7AlT8,UC5Sl4VbJELXi9SCaWbTdXfA,"â˜•Warm Relaxing Jazz Music with Cozy Coffee Shop for Working, Studying, Sleeping",https://i.ytimg.com/vi/fTb6yJ7AlT8/default_live.jpg,https://i.ytimg.com/vi/fTb6yJ7AlT8/mqdefault_live.jpg,"night jazz, smooth jazz, sleeping jazz, warm relaxing jazz music, jazz music, relaxing jazz, coffee shop ambience, cozy coffee shop, cozy coffee shop ambience, studying, jazz cafe ambience, late night jazz, jazz music coffee, jazz relaxing music, cozy jazz, night jazz music, coffee jazz, cafe jazz, jazz, warm jazz, relaxing jazz music, coffee shop, winter jazz, jazz 2024",en,P0D,2023-12-27T02:27:50Z,7005403,150000,31579770,261,2021-12-07T04:29:19.026962Z
mqEWhi-7LDE,UCWNV-B3lVQt9lNZ4gOQBcNg,"Mariah Carey, Ariana Grande, Justin Bieber ğŸ„  Christmas Songs of All Time ğŸ… Best Christmas 2026",https://i.ytimg.com/vi/mqEWhi-7LDE/default.jpg,https://i.ytimg.com/vi/mqEWhi-7LDE/mqdefault.jpg,"christmas songs, christmas playlist, christmas song, top christmas music, top christmas songs of all time, best christmas songs of all time, top christmas, top christmas songs, christmas music, top 100 christmas songs of all time, christmas songs playlist, best christmas songs, top christmas song, All I want for Christmas is you, Jingle Bell, Last Christmas, Jingle Bell Rock, Mariah Carey, Justin Bieber, merry christmas, christmas songs medley, Ariana Grande, Taylor Swift",aa,PT1H26M8S,2025-12-05T13:01:42Z,2714630,6700,7269791,61,2025-06-30T14:41:48.862134Z
FI46ngRACxo,UCHpRn8tUu-kg9u0AD61lP2A,Instrumental Christmas Music With Fireplace ğŸ”¥ Relaxing Christmas Music ğŸ„ Soothing Christmas Ambience,https://i.ytimg.com/vi/FI46ngRACxo/default_live.jpg,https://i.ytimg.com/vi/FI46ngRACxo/mqdefault_live.jpg,"christmas music, relaxing christmas music, instrumental christmas music, christmas ambience, christmas ambient, xmas background music, relaxing music, christmas music 2026, christmas song 2026, christmas tree, merry christmas, christmas piano, soft piano, christmas playlist, christmas fireplace, christma music fireplace, christmas piano fireplace, christmas instrumental fireplace, cozy christmas music, christmas ambient music, christmas background, christmas piano music",en,P0D,2025-12-02T11:02:31Z,289865,2100,1216010,56,2025-10-02T11:16:56.820717Z
ivdPyFUPbAk,UCb08iyNkj17w1kNVHUBiACA,4 Hours Deep Focus | 50/10 Pomodoro (Lofi Study and Work),https://i.ytimg.com/vi/ivdPyFUPbAk/default.jpg,https://i.ytimg.com/vi/ivdPyFUPbAk/mqdefault.jpg,,en,PT4H1M17S,2025-10-06T09:30:35Z,482809,48600,4647693,37,2020-08-18T18:55:39.394235Z
8UI0LSy1ksg,UCCBinmRArKAxbhq5TZ0PmAQ,Soothing Christmas Ambience ğŸ„Instrumental Christmas Music With Fireplace & Relaxing Piano Music,https://i.ytimg.com/vi/8UI0LSy1ksg/default.jpg,https://i.ytimg.com/vi/8UI0LSy1ksg/mqdefault.jpg,"fireplace dreams, christmas music, relaxing christmas music, instrumental christmas music, christmas, christmas ambience, christmas ambient, christmas background music, relaxing music, christmas background, christmas piano, soft piano, relax, christmas fireplace, soft piano music, fireplace, relaxing christmas ambience, fireplace crackles, holiday ambience, fireplace sounds, fireplace snowfall, peaceful christmas night, peaceful christmas music, snowfall, snowfall ambience",en-US,PT3H14M38S,2025-12-02T11:30:08Z,661456,13100,10123263,43,2008-07-10T23:34:58Z
7of0FOINeyA,UC3rnEa4kVvpuhXGZVC4jqjA,cozy and warm,https://i.ytimg.com/vi/7of0FOINeyA/default.jpg,https://i.ytimg.com/vi/7of0FOINeyA/mqdefault.jpg,"jazz, playlist, ì¬ì¦ˆ, í”Œë ˆì´ë¦¬ìŠ¤íŠ¸, 1940s, oldies lofi jazz, lofi girl, jazz music, relaxing music, piano, cozy, sleep, study, music, songs, lofi jazz, piano jazz, backgroundmusic, morning jazz, vintage, christmas, carol song, Nemo's Dreamscapes, snoopy jazz, friends, 1940s oldies music playing in another room, relaxing background music, 1940s vintage jazz, Morning Jazz with Snoopy, 4K Cozy Coffee Shop with Smooth Piano Jazz Music for Relaxing, Top hits 2025, Disney, MONKEY BGM, christmas songs",en-US,PT3H32M31S,2025-11-05T11:00:15Z,126573,26300,2116013,61,2025-09-01T05:47:59.185664Z
ryujcM0NSG4,UClsVIN4JBhcursJgwXCa8uQ,Winter Coffee Shop Relaxing Ambience â„ï¸â˜• & Crackles Fireplace Sound for Relax & Work,https://i.ytimg.com/vi/ryujcM0NSG4/default_live.jpg,https://i.ytimg.com/vi/ryujcM0NSG4/mqdefault_live.jpg,,en,P0D,2025-12-16T10:04:12Z,31491,2420,829669,19,2025-10-22T12:32:43.005011Z
ogxHV2lmhJU,UCbsHYIZwk9pZIMp53ciDjOw,"Playlist | ì—¬ë¦„ ì¹´í˜ ì¬ì¦ˆë¡œ ê¸°ë¶„ UP í…ì…˜ UP â˜•ğŸ’•Â | ì‹ ë‚˜ëŠ” ë¦¬ë“¬ê°ì˜ Coolí•˜ê³  ìƒì¾Œí•œ ì¹´í˜ ìŒì•… | ì‘ì—…, ì§‘ì¤‘, ê³µë¶€ âœï¸Â | Cafe Jazz Music",https://i.ytimg.com/vi/ogxHV2lmhJU/default.jpg,https://i.ytimg.com/vi/ogxHV2lmhJU/mqdefault.jpg,"ê¸°ë¶„ì§¸ì¦ˆë„¤, ê¸°ë¶„ì¬ì¦ˆë„¤, ì¬ì¦ˆë„¤, moodisjazz, ì¬ì¦ˆí”¼ì•„ë…¸, ì¬ì¦ˆë€ë¬´ì—‡ì¸ê°€, ì¬ì¦ˆìŒì•…, ì¬ì¦ˆê°€ë­ë¼ê³ ìƒê°í•˜ì‹­ë‹ˆê¹Œ, ì¬ì¦ˆí”Œë ˆì´ë¦¬ìŠ¤íŠ¸, JAZZNE, ìŒì•…, ì¬ì¦ˆ, jazz, #jazz",ko,PT3H18S,2025-05-24T23:50:00Z,625726,354000,106484752,224,2022-06-26T13:46:31.170279Z
oYoXxPCQsoM,UCaz39nABFwMc3hK_ZyoWrIg,"Relaxing Piano and Soft Rain - Healing Sleep Music for Insomnia and Deep Rest, Stress Relief",https://i.ytimg.com/vi/oYoXxPCQsoM/default.jpg,https://i.ytimg.com/vi/oYoXxPCQsoM/mqdefault.jpg,"deep sleep music, meditation music, music for sleep, music therapy, piano music, relaxing music, relaxing sleep music, sleep music, gentle rain, rain sounds, soft rain sounds, rain sounds for sleeping, warm room, deep sleep, peaceful music, heavy rain, calm music, sleep sounds, rain ambience, rain and piano, rainy day, soothing music, relaxing rain, rain forest, stress relief, rain on window, sleeping music, Japanese house rain, serene rainy sleep music, cozy room",en,PT3H3M51S,2025-08-29T21:00:06Z,1417959,29300,11575327,213,2024-11-26T14:08:32.678898Z
nv_2rz5BFDA,UCbIMs1cJMngsMrcSgbXw1vQ,Just Thinking...Retro Jazz,https://i.ytimg.com/vi/nv_2rz5BFDA/default.jpg,https://i.ytimg.com/vi/nv_2rz5BFDA/mqdefault.jpg,,en,PT2H54M1S,2025-07-04T11:10:56Z,4886276,115000,15893315,169,2025-06-27T05:03:22.250769Z
kszQ_pb1lU8,UCb1ANUIW7arUUDI-Mwz65rw,Fireplace Christmas Piano Music | Radio,https://i.ytimg.com/vi/kszQ_pb1lU8/default_live.jpg,https://i.ytimg.com/vi/kszQ_pb1lU8/mqdefault_live.jpg,"christmas, ocb relax, ocb relax music, christmas music, christmas songs, instrumental christmas music, instrumental, beautiful, relaxing, traditional, holidays, traditional christmas music, piano music, fireplace, fire place, Auld Lang Syne, Hark The Herald Angels Sing, O Christmas Tree, O Come All Ye Faithful, O Holy Night, Silent Night, The First Noel, We Wish You a Merry Christmas, soothing music, relaxing music, playlist, music for stress relief, sleep music, peaceful music",en-US,P0D,2021-12-04T16:11:46Z,10749236,930000,460052724,521,2009-11-20T12:11:39Z
JElyhCKzhWI,UC0nhLOlJnqSlSHhPc2Iea4A,vintage jazz on a rainy 1940s night | cozy ambience to relax,https://i.ytimg.com/vi/JElyhCKzhWI/default.jpg,https://i.ytimg.com/vi/JElyhCKzhWI/mqdefault.jpg,"vintage music, music from another room, music in another room, oldies playing in the other room and it's raining, old music playing in another room, oldies sleep music, vintage ambiance, vintage music playing in another room, music playing in another room, jazz playing in another room, vintage oldies, jazz playing in another room and it's raining, lepreezy, 1940s cozy vintage oldies, jazz, vintage jazz, oldies music, oldies playing in another room, jazz rain, jazz relaxing music",en,PT3H9M58S,2025-06-28T14:10:32Z,3359270,278000,46302980,141,2019-04-01T10:38:46Z
Jk1sbFqxkFM,UC5OStgYPn8_UbILMFNFF_-w,ğ—£ğ—¹ğ—®ğ˜†ğ—¹ğ—¶ğ˜€ğ˜ | í¬ë¦¬ìŠ¤ë§ˆìŠ¤ê°€ ë‹¤ê°€ì˜¤ê³  ìˆì–´ìš”â—ğŸ„ğŸ„ | í¬ë¦¬ìŠ¤ë§ˆìŠ¤ ì¬ì¦ˆ í”Œë¦¬ | #NoAImusic | Christmas Jazz,https://i.ytimg.com/vi/Jk1sbFqxkFM/default_live.jpg,https://i.ytimg.com/vi/Jk1sbFqxkFM/mqdefault_live.jpg,"ì¬ì¦ˆ, í”Œë ˆì´ë¦¬ìŠ¤íŠ¸, ì¬ì¦ˆí”Œë ˆì´ë¦¬ìŠ¤íŠ¸, í”Œë¦¬, jazz, playlist, jazzplaylist, BGM, í¬ë¦¬ìŠ¤ë§ˆìŠ¤, Christmas, ã‚¯ãƒªã‚¹ãƒã‚¹, í¬ë¦¬ìŠ¤ë§ˆìŠ¤ ì¬ì¦ˆ, Christmas Jazz, ã‚¯ãƒªã‚¹ãƒã‚¹ã‚¸ãƒ£ã‚º, í¬ë¦¬ìŠ¤ë§ˆìŠ¤ ìºë¡¤, Christmas Carol, ã‚¯ãƒªã‚¹ãƒã‚¹ã‚­ãƒ£ãƒ­, ìºë¡¤, Carol, Jazz, ã‚¸ãƒ£ã‚º",ko,P0D,2025-11-09T14:38:57Z,50578,236000,30291277,101,2022-07-17T19:08:49.337309Z
G6M5Upcrwf8,UCpk-H9G8HPq6DAJiwuhCugw,Relaxing Music for Stress Relief - Heal Mind â€¢ Anxiety and Depressive States,https://i.ytimg.com/vi/G6M5Upcrwf8/default_live.jpg,https://i.ytimg.com/vi/G6M5Upcrwf8/mqdefault_live.jpg,"water sounds, water soudns, water sound, sound of water, music, relaxing, healing, sleep, meditation, spa, yoga, massage, water sound music, waterfall sounds, water sound for sleep, relaxing water sounds, piano music, music for sleep, music for meditation, water sound for meditation, piano music water, relaxing music, healing music, sleep music, sleeping music, calming music, calm, soothing music",en,P0D,2024-07-07T12:54:47Z,3847012,367000,127817107,779,2022-11-13T00:33:33.171915Z
zw3R5x3BpO8,UCa8uIf1mePRF34SyGPejoAg,"ğŸ„ Cozy Christmas Cabin Jazz (NO MID-ROLL ADS) â€“ Fireplace Ambience for Relaxing, Study & Work",https://i.ytimg.com/vi/zw3R5x3BpO8/default.jpg,https://i.ytimg.com/vi/zw3R5x3BpO8/mqdefault.jpg,"warm winter jazz, cozy fireplace jazz, snowy ambience jazz, relaxing jazz music, winter coffee shop jazz, christmas jazz instrumental, smooth jazz for study, jazz for work and relaxation, cozy winter background music, jazz for snowy days, winter lounge jazz, no ads, chill winter vibes, holiday jazz mix, peaceful instrumental jazz",en,PT4H27M33S,2025-12-01T12:02:09Z,440522,17000,8778790,201,2024-12-09T12:12:03.820995Z
yG-HHGR-NQ4,UC5OStgYPn8_UbILMFNFF_-w,ğ—£ğ—¹ğ—®ğ˜†ğ—¹ğ—¶ğ˜€ğ˜ | í–‰ë³µí•œ ì—°ë§ ë˜ì„¸ìš”..ğŸ™‚ ë©”ë¦¬ë©”ë¦¬ í¬ë¦¬ìŠ¤ë§ˆìŠ¤ ì¬ì¦ˆğŸº | #NoAImusic | Christmas Jazz [playlist],https://i.ytimg.com/vi/yG-HHGR-NQ4/default_live.jpg,https://i.ytimg.com/vi/yG-HHGR-NQ4/mqdefault_live.jpg,"ì¬ì¦ˆ, í”Œë ˆì´ë¦¬ìŠ¤íŠ¸, ì¬ì¦ˆí”Œë ˆì´ë¦¬ìŠ¤íŠ¸, í”Œë¦¬, jazz, playlist, jazzplaylist, BGM, í¬ë¦¬ìŠ¤ë§ˆìŠ¤, Christmas, ã‚¯ãƒªã‚¹ãƒã‚¹, í¬ë¦¬ìŠ¤ë§ˆìŠ¤ ì¬ì¦ˆ, Christmas Jazz, ã‚¯ãƒªã‚¹ãƒã‚¹ã‚¸ãƒ£ã‚º",ko,P0D,2025-12-16T14:28:17Z,61697,236000,30291277,101,2022-07-17T19:08:49.337309Z
049yxgjQIE8,UClADcB8hXntdpLgnGXhajrw,Smooth Jazz Christmas Carols â„ï¸ 3 Hours | Relaxing Saxophone Jazz for Cafe & Work â€¢ No Mid-Roll Ads,https://i.ytimg.com/vi/049yxgjQIE8/default.jpg,https://i.ytimg.com/vi/049yxgjQIE8/mqdefault.jpg,"Christmas Jazz, Christmas Carols, Christmas Music, Christmas Playlist, Xmas Jazz, Winter Jazz, Jazz Carols, Christmas BGM, Winter Playlist, Cafe Jazz Music, Cafe Jazz, Smooth Jazz, Saxophone Jazz, Sentimental Jazz, Elegant Jazz, Urban Jazz, Contemporary Jazz, Warm Jazz, Cozy Jazz, Soft Jazz, Mellow Jazz, Relaxing Jazz, Lounge Jazz, Cafe Music, Coffee Shop Music, Background Music, Study Music, Work Music, Restaurant Music, Hotel Lobby Music, Playlist, AI Music",en,PT3H2M45S,2025-11-29T08:56:01Z,1252696,10000,1263783,9,2025-11-14T21:46:45.651588Z
fzDqfdmvw2o,UCidPRduDamXM2vUM2SZHsEQ,"4 Hours Chopin for Studying, Concentration & Relaxation",https://i.ytimg.com/vi/fzDqfdmvw2o/default.jpg,https://i.ytimg.com/vi/fzDqfdmvw2o/mqdefault.jpg,"chopin, nocturne, classical, classical music, frÃ©dÃ©ric chopin, chopin nocturnes, chopin piano, chopin nocturne, best of chopin, the best of chopin, chopin nocturne op. 9 no. 2, classical piano, piano music, classical music for relaxation, ĞºĞ»Ğ°ÑÑĞ¸Ñ‡ĞµÑĞºĞ°Ñ Ğ¼ÑƒĞ·Ñ‹ĞºĞ°, relaxing classical music, nocturne in e flat major, nocturne op 9 no 2, nocturne in c sharp minor, frederic chopin, chopin waltzes, chopin etudes, chopin waltz, piano chopin, ì‡¼íŒ½ ë…¹í„´, ì‡¼íŒ½, ã‚·ãƒ§ãƒ‘ãƒ³, classical music for studying",en,PT3H32M44S,2025-06-28T11:00:06Z,1883718,17900,3770612,92,2025-05-29T16:20:19.095593Z
g4GeKfQxeD4,UC4EQ1cAWjRaGniJZ9bcRMOQ,ğŸ¹ğŸ”¥Relaxing Lounge Piano | Winter Fire & Snowfall for 5 Hours | Focus Recharge Boost Mood Meditation,https://i.ytimg.com/vi/g4GeKfQxeD4/default.jpg,https://i.ytimg.com/vi/g4GeKfQxeD4/mqdefault.jpg,"cozywinter, cozyambience, winterambience, bedroomambience, warmfireplace, fireplaceambience, relaxingpianomusic, softpianomusic, pianosleepmusic, pianorelaxation, calmpianomusic, winterpiano, wintercozyroom, snowfallambience, snowynight, cozybedroomvibes, warmandcozy, pianoforstudying, pianoforreading, deepsleepmusic, studywithme, calmingwinterambience, softwinterpiano, christmasrelaxation, quietnightvibes, relaxandunwind, wintercomfort, peacefulpiano, calmingmusicbackground, warmfirelight, pianolullaby, winterrest",en,PT5H20M33S,2025-12-08T04:27:04Z,240711,7680,2516771,66,2018-09-12T17:41:19Z
3dzlI3tcrX8,UC5g89claiIMEQPGsd2mx9lA,Winter Night in Cozy Reading Nook with Soft Jazz Music & Fireplace Sounds for Relaxation â„ï¸,https://i.ytimg.com/vi/3dzlI3tcrX8/default_live.jpg,https://i.ytimg.com/vi/3dzlI3tcrX8/mqdefault_live.jpg,"winter night, cozy reading nook ambience, reading nook ambience, cozy reading nook, cozy book nook, reading nook, cozy reading nooks, nook place, cozy nook, book nook, cozy cabin ambience, cozy cabin, cozy ambience, cabin ambience, cozy winter cabin ambience, cozy winter ambience, winter ambience, cozy winter, cozy winter cabin, jazz music, soft jazz, winter jazz, winter jazz music, cozy winter jazz, fireplace sounds, cozy christmas ambience, christmas ambience",en,P0D,2024-12-12T10:13:05Z,411943,30600,14524422,272,2024-07-18T07:46:48.442589Z
w8WHE-1PQog,UCbsHYIZwk9pZIMp53ciDjOw,Playlist | ë¡œë§¨í‹±í•œ í¬ë¦¬ìŠ¤ë§ˆìŠ¤ ë¶„ìœ„ê¸° ë‚´ê³  ì‹¶ì„ ë•Œâ£ï¸with Jazz | ê²¨ìš¸ì— ë“£ê¸° ì¢‹ì€ í¸ì•ˆí•œ í¬ë¦¬ìŠ¤ë§ˆìŠ¤ ì¬ì¦ˆ ìºë¡¤ğŸ„ğŸ¤ | Warm & Cozy Jazz music,https://i.ytimg.com/vi/w8WHE-1PQog/default_live.jpg,https://i.ytimg.com/vi/w8WHE-1PQog/mqdefault_live.jpg,,ko,P0D,2025-10-31T09:30:03Z,248482,354000,106484752,224,2022-06-26T13:46:31.170279Z
XSXEaikz0Bc,UCSJ4gkVC6NrvII8umztf0Ow,christmas lofi musicğŸ„cozy radio to get festive to,https://i.ytimg.com/vi/XSXEaikz0Bc/default_live.jpg,https://i.ytimg.com/vi/XSXEaikz0Bc/mqdefault_live.jpg,"lofi girl christmas, lofi girl christmas music, lofi girl radio, christmas lofi, christmas lofi music, cozy christmas music, lofi girl winter mix, lofi hip hop christmas, cozy holiday playlist, christmas study music, lofi girl festive mix, relaxing christmas beats, winter lofi mix, cozy fireplace lofi, lofi girl christmas ambience, holiday chill lofi, christmas background music, peaceful holiday playlist, xmas chill lofi, cozy winter vibes, christmas music, christmas",en,P0D,2025-12-22T14:59:46Z,688727,15600000,2470785032,313,2015-03-18T15:36:55Z
bdSDAcVe9ts,UClsVIN4JBhcursJgwXCa8uQ,Winter Jazz Coffee Shop â„ï¸â˜• Relaxing Jazz & Crackles Fireplace Sound for Relax & Work,https://i.ytimg.com/vi/bdSDAcVe9ts/default_live.jpg,https://i.ytimg.com/vi/bdSDAcVe9ts/mqdefault_live.jpg,,en,P0D,2025-12-04T07:37:02Z,293337,2420,829669,19,2025-10-22T12:32:43.005011Z
mesRhn_OWA8,UCbsHYIZwk9pZIMp53ciDjOw,"Playlist l ë‚´ê°€ ì‚¬ë‘í•˜ëŠ” ì˜í™” ì† ì¬ì¦ˆ ğŸ¬ l Relaxing Jazz for Working, Studying, Focusing",https://i.ytimg.com/vi/mesRhn_OWA8/default.jpg,https://i.ytimg.com/vi/mesRhn_OWA8/mqdefault.jpg,,ko,PT10H5M27S,2024-03-13T02:50:14Z,3767886,354000,106484752,224,2022-06-26T13:46:31.170279Z
CFGLoQIhmow,UCSJ4gkVC6NrvII8umztf0Ow,lofi hip hop mix ğŸ“š beats to relax/study to (Part 1),https://i.ytimg.com/vi/CFGLoQIhmow/default.jpg,https://i.ytimg.com/vi/CFGLoQIhmow/mqdefault.jpg,"chilledcow, chilled cow, lofi, lofi hiphop, lofi hip hop, lo-fi hiphop, lo fi hip-hop, lofigirl, lofi girl, relaxing beats, beats, chill beats",en,PT2H50M41S,2024-10-17T19:00:07Z,5489170,15600000,2470785032,313,2015-03-18T15:36:55Z
ARSq6GFSLGY,UCbsHYIZwk9pZIMp53ciDjOw,"Playlist | ì ì— ë“¤ê³  ì‹¶ì„ ë•Œ ë“£ëŠ”, ì¬ì¦ˆğŸ’«ğŸ˜´ | Sleep Jazz",https://i.ytimg.com/vi/ARSq6GFSLGY/default.jpg,https://i.ytimg.com/vi/ARSq6GFSLGY/mqdefault.jpg,,ko,PT10H41M14S,2024-05-01T23:50:00Z,2833140,354000,106484752,224,2022-06-26T13:46:31.170279Z
K9bLYCGZxJg,UC3vgVf97MWOzgwV_r5JEGFA,"ğŸ„ Cozy Christmas Coffee Shop Ambience with Relaxing Jazz Music & Crackling Fireplace for Work, Study",https://i.ytimg.com/vi/K9bLYCGZxJg/default_live.jpg,https://i.ytimg.com/vi/K9bLYCGZxJg/mqdefault_live.jpg,"coffee shop music, coffee shop relax, coffee shop jazz, jazz, jazz music, smooth jazz, relaxing jazz, jazz relaxing music, jazz instrumental, cafe music, relaxing jazz music, coffee music, cafe jazz, cafe ambience, christmas jazz music, christmas jazz, christmas jazz music 2026, winter jazz music 2026, winter jazz, winter jazz music, christmas ambience, snowfall, christmas jazz cafe, christmas cafe, relaxing christmas jazz, crackling fireplace, fireplace sounds",en,P0D,2025-11-19T03:22:14Z,41583,16900,5276442,256,2022-08-15T16:10:11.551108Z
